genre,artist_name,track_name,popularity,energy,tempo,valence
Blues,Jane's Addiction,Jane Says - Live,41,0.877,82.676,0.584
Blues,The Georgia Satellites,Battleship Chains,41,0.87,130.405,0.877
Blues,Eric Clapton,"Signe - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",42,0.565,88.52,0.797
Blues,Jack White,Alone In My Home,34,0.603,96.024,0.446
Blues,Jethro Tull,Thick as a Brick - Edit #1; 2001 Remaster,43,0.401,168.209,0.751
Blues,George Thorogood & The Destroyers,Delaware Slide,37,0.818,126.538,0.763
Blues,The California Honeydrops,Sit Down on It,22,0.667,170.084,0.89
Blues,Mary Wells,Laughing Boy,36,0.51,109.388,0.943
Blues,Sonny Boy Williamson II,Bring It On Home,38,0.396,110.997,0.586
Blues,Buddy Guy,Born To Play Guitar,37,0.423,169.527,0.4
Blues,Alice Cooper,Under My Wheels,44,0.798,141.228,0.292
Blues,Howlin' Wolf,Evil (Is Going On),35,0.256,159.608,0.726
Blues,Queens of the Stone Age,You Can't Quit Me Baby,44,0.766,169.715,0.542
Blues,Black Rebel Motorcycle Club,Spook,34,0.803,118.056,0.536
Blues,Santana,"Soul Sacrifice - Live at The Woodstock Music & Art Fair, August 16, 1969",38,0.78,138.933,0.84
Blues,The Gregg Allman Band,Can't Keep Running,33,0.556,102.413,0.686
Blues,"Crosby, Stills, Nash & Young",Helplessly Hoping,41,0.164,145.97,0.411
Blues,Cage The Elephant,Cold Cold Cold - Unpeeled,39,0.857,140.432,0.818
Blues,Benjamin Booker,Wicked Waters,31,0.98,102.104,0.338
Blues,The Crests,16 Candles,35,0.472,114.097,0.627
Blues,Lynyrd Skynyrd,Was I Right Or Wrong - Demo Version,38,0.454,127.414,0.678
Blues,Son House,John the Revelator,36,0.0423,129.482,0.564
Blues,Jimi Hendrix,Power of Soul - Live at the Fillmore East,40,0.85,89.222,0.729
Blues,Aretha Franklin,Nessun Dorma,34,0.409,80.348,0.129
Blues,The Vaughan Brothers,Good Texan,33,0.588,142.573,0.82
Blues,Janis Joplin,Get It While You Can,41,0.443,147.016,0.344
Blues,Marvin Sease,Ghetto Man,32,0.424,177.333,0.551
Blues,Larkin Poe,Don't,34,0.558,112.88,0.654
Blues,The Cleftones,Little Girl of Mine,34,0.589,199.729,0.961
Blues,Santana,Let the Children Play,38,0.929,144.446,0.925
Blues,Jonny Lang,Darker Side,33,0.541,131.926,0.417
Blues,John Hammond,Shore Leave,37,0.51,113.125,0.671
Blues,Dr. John,Danse Kalinda Ba Doom,33,0.577,86.668,0.901
Blues,Ella Fitzgerald,Rockin' In Rhythm,42,0.448,97.215,0.737
Blues,The Parlor Mob,Someday,41,0.602,103.054,0.569
Blues,Jay Reatard,My Shadow,42,0.938,97.489,0.32
Blues,The White Stripes,A Martyr For My Love For You,38,0.449,84.036,0.188
Blues,Mary Wells,What Love Has Joined Together - Single Version,36,0.482,95.808,0.772
Blues,Dan Auerbach,Show Me,37,0.851,128.93,0.947
Blues,The Action,Brain,35,0.694,83.92,0.489
Blues,Joanne Shaw Taylor,Blackest Day,37,0.478,143.91,0.388
Blues,Anderson East,Quit You,34,0.793,114.004,0.784
Blues,Henrik Freischlader,Point of View,42,0.924,202.18,0.701
Blues,The Wood Brothers,Sparkling Wine,35,0.639,98.023,0.679
Blues,Joe Bonamassa,No Good Place For The Lonely,36,0.802,103.967,0.489
Blues,Santana,Bembele,38,0.904,125.957,0.647
Blues,Charley Patton,Down The Dirt Road Blues,41,0.281,119.161,0.523
Blues,Black Pistol Fire,Blue Blazes,34,0.552,127.008,0.519
Blues,Jack White,Just One Drink,34,0.866,119.486,0.762
Blues,The Cleftones,Can't We Be Sweethearts,34,0.423,203.938,0.889
Blues,Santana,Luna Hechicera,39,0.783,133.423,0.916
Blues,Uriah Heep,Stealin',40,0.486,117.81,0.0652
Blues,The Intruders,I Wanna Know Your Name,36,0.478,114.695,0.37
Blues,Robert Plant,Rich Woman,38,0.513,127.673,0.642
Blues,Gary Clark Jr.,When My Train Pulls In - Live; Solo Acoustic,31,0.503,86.497,0.427
Blues,Deep Purple,Gettin' Tighter,35,0.771,120.464,0.673
Blues,Louis Prima,"Oh, Marie - Remastered",38,0.631,111.674,0.817
Blues,Dr. John,Blow Wind Blow,33,0.527,96.205,0.8
Blues,Fats Domino,I Want To Walk You Home - Remastered,30,0.382,89.872,0.825
Blues,Eagles Of Death Metal,Cherry Cola,39,0.99,144.999,0.597
Blues,Ella Fitzgerald,Night And Day,42,0.202,116.909,0.406
Blues,ZZ Top,She's Just Killing Me,44,0.931,123.887,0.653
Blues,Tedeschi Trucks Band,Don’t Drift Away - Live,31,0.784,175.004,0.566
Blues,Tony Spinner,The Answer,42,0.648,115.964,0.889
Blues,Larkin Poe,Mississippi,35,0.466,111.965,0.328
Blues,Vintage Trouble,Don't Stop Forever,32,0.734,96.037,0.761
Blues,Parker Millsap,Heaven Sent,38,0.281,112.881,0.182
Blues,Widespread Panic,Surprise Valley,32,0.908,103.317,0.506
Blues,Aretha Franklin,It Hurts Like Hell,38,0.385,100.735,0.0389
Blues,Billie Holiday,God Bless The Child,40,0.145,108.218,0.24
Blues,cleopatrick,Bernard Trigger,0,0.792,117.819,0.338
Blues,Queens of the Stone Age,Misfit Love,38,0.993,139.432,0.53
Blues,The Marshall Tucker Band,Searchin' for a Rainbow,39,0.659,93.651,0.726
Blues,Gary Clark Jr.,Bright Lights - Live,34,0.901,92.665,0.379
Blues,The Bobbettes,Mr. Lee,33,0.602,203.179,0.872
Blues,Jethro Tull,Bourée,47,0.275,115.327,0.555
Blues,Queens of the Stone Age,Suture Up Your Future,38,0.846,129.94,0.252
Blues,Janis Joplin,Little Girl Blue,44,0.368,131.07,0.137
Blues,The Derek Trucks Band,Younk Funk,34,0.742,112.841,0.468
Blues,Thin Lizzy,Bad Reputation,41,0.796,124.378,0.799
Blues,Nina Simone,Be My Husband - Live In New York/1965,43,0.36,80.424,0.382
Blues,Lukas Nelson and Promise of the Real,Just Outside Of Austin,38,0.398,92.606,0.464
Blues,Sir Charles Jones,The Letter (Guilty),31,0.412,99.964,0.614
Blues,Thee Oh Sees,C,45,0.822,150.328,0.147
Blues,Dr. John,Let the Good Times Roll,32,0.448,97.968,0.963
Blues,John Mayer Trio,Something's Missing - Live In Concert,33,0.596,79.576,0.565
Blues,Cream,Stormy Monday - Live,43,0.621,137.412,0.259
Blues,Dr. John,Locked Down,34,0.836,109.135,0.523
Blues,Heartless Bastards,Into the Open,33,0.663,151.104,0.255
Blues,The Dead Weather,Will There Be Enough Water?,31,0.442,174.282,0.382
Blues,Santana,Wishing It Was (feat. Eagle-Eye Cherry),38,0.897,165.907,0.775
Blues,Ella Fitzgerald,Don't Be That Way,41,0.212,97.258,0.345
Blues,Queens of the Stone Age,Tangled Up In Plaid,38,0.886,128.413,0.57
Blues,Justin Townes Earle,Graceland,42,0.231,104.136,0.616
Blues,Gregg Allman,My Only True Friend,34,0.673,148.546,0.475
Blues,Black Rebel Motorcycle Club,Shuffle Your Feet,32,0.749,144.659,0.65
Blues,Big Brother & The Holding Company,I Need a Man to Love,42,0.69,182.933,0.688
Blues,The Black Keys,Aeroplane Blues,34,0.687,109.742,0.382
Blues,Paul Rodgers,Alright Now,37,0.552,120.582,0.789
Blues,Derek & The Dominos,Keep On Growing - 40th Anniversary Version / 2010 Remastered,37,0.902,92.571,0.753
Blues,Tedeschi Trucks Band,Everybody's Talkin' - Live,31,0.792,103.527,0.721
Blues,KONGOS,Repeat After Me,42,0.544,117.993,0.455
Blues,Robert Cray,[Won't Be] Coming Home,37,0.788,89.006,0.468
Blues,The Heavy,Fire,42,0.955,117.969,0.52
Blues,Bad Company,Burnin' Sky - 2017 Remaster,37,0.532,190.113,0.845
Blues,Bonnie Raitt,Have A Heart,38,0.269,67.726,0.432
Blues,Ella Fitzgerald,How High The Moon - 1st Take,40,0.467,112.846,0.625
Blues,Albert King,I Wanna Get Funky,37,0.445,116.662,0.776
Blues,The Raconteurs,Carolina Drama - Acoustic Mix,35,0.496,82.823,0.709
Blues,Sir Charles Jones,Destiny,33,0.6,71.612,0.586
Blues,Avail Hollywood,Drinking Again,29,0.555,104.963,0.714
Blues,Jimi Hendrix,Little Miss Lover,38,0.916,98.722,0.905
Blues,The Band,Stage Fright - Remastered 2000,42,0.634,113.544,0.641
Blues,Cage The Elephant,Punchin' Bag - Unpeeled,39,0.799,74.819,0.725
Blues,Freddie King,I'm Tore Down,35,0.496,116.632,0.954
Blues,Clutch,10001110101,37,0.827,91.073,0.465
Blues,Samantha Fish,Gone for Good,36,0.809,114.138,0.523
Blues,The Wood Brothers,Snake Eyes,35,0.885,93.251,0.649
Blues,Stevie Ray Vaughan,Change It,34,0.814,111.013,0.391
Blues,Vanilla Fudge,You Keep Me Hangin' On - Single Version,39,0.7,172.338,0.317
Blues,Irma Thomas,Ruler of My Heart,42,0.16,179.284,0.27
Blues,Cage The Elephant,Cover Me Again,35,0.641,152.968,0.188
Blues,The White Stripes,Truth Doesn't Make A Noise,31,0.614,78.075,0.535
Blues,The Arcs,Blessed & Burned,35,0.631,87.72,0.389
Blues,Joe Bonamassa,Self-Inflicted Wounds,37,0.592,139.05,0.256
Blues,Johnnie Taylor,Jody's Got Your Girl And Gone,36,0.288,100.963,0.664
Blues,Queens of the Stone Age,Hideaway,44,0.696,117.987,0.62
Blues,Anders Osborne,Born to Die Together,31,0.457,144.286,0.29
Blues,Gary Clark Jr.,Travis County,31,0.977,153.438,0.69
Blues,Link Wray,La De Da,38,0.691,89.616,0.916
Blues,Robert Johnson,Preachin' Blues (Up Jumped the Devil),36,0.313,138.415,0.531
Blues,Ruth Brown,5-10-15 Hours,39,0.244,121.962,0.875
Blues,Fats Domino,Walking To New Orleans,36,0.294,80.75,0.676
Blues,Walter Trout,Pray For Rain,38,0.0863,154.328,0.362
Blues,Bo Diddley,Hit Or Miss,37,0.621,100.328,0.789
Blues,Professor Longhair,Big Chief (Live),28,0.647,150.775,0.963
Blues,Queens of the Stone Age,Into The Hollow,37,0.935,101.493,0.622
Blues,Stephen Stills,Johnny's Garden,42,0.658,80.741,0.45
Blues,The Cold Stares,The Great Unknown,45,0.888,162.067,0.637
Blues,Eric Clapton,No Alibis,40,0.707,78.805,0.568
Blues,Dan Auerbach,Mean Monsoon,34,0.782,97.165,0.617
Blues,Them Crooked Vultures,Reptiles,33,0.925,105.083,0.651
Blues,Dorothy,Freedom,36,0.696,153.369,0.641
Blues,Three Dog Night,Out In The Country,40,0.578,100.291,0.518
Blues,Larkin Poe,Preachin' Blues,36,0.82,85.975,0.725
Blues,Jimi Hendrix,"Rainy Day, Dream Away",39,0.672,108.077,0.541
Blues,JJ Grey & Mofro,Fireflies,32,0.386,139.785,0.298
Blues,Jack White,Battle Cry,36,0.438,134.762,0.408
Blues,Lynyrd Skynyrd,Railroad Song,38,0.791,150.225,0.901
Blues,Willie Clayton,Party Like We Use to Do,33,0.754,200.301,0.963
Blues,Billie Holiday,Yesterdays,39,0.1,76.603,0.188
Blues,Joe Bonamassa,The Ghost Of Macon Jones,36,0.849,108.066,0.719
Blues,Tedeschi Trucks Band,Crying Over You - Live,31,0.879,181.607,0.496
Blues,The Black Crowes,She Talks to Angels,41,0.34,145.99,0.182
Blues,Phish,Cool Amber And Mercury - Live,33,0.914,130.498,0.785
Blues,Gary Moore,Parisienne Walkways,33,0.149,87.795,0.233
Blues,Steve Miller Band,"Dance, Dance, Dance",39,0.568,95.322,0.884
Blues,The Dead Weather,So Far from Your Weapon,31,0.638,136.935,0.177
Blues,Jefferson Airplane,Volunteers - Remastered,42,0.825,106.923,0.814
Blues,Ronnie Hawkins,Mary Lou,33,0.583,131.454,0.942
Blues,The White Stripes,I Can't Wait,31,0.806,83.393,0.109
Blues,Delbert McClinton,Let's Get Down Like We Used To (feat. Self-Made Men),26,0.651,77.547,0.602
Blues,ZZ Top,Just Got Back from Baby's,37,0.337,84.545,0.734
Blues,Gary Clark Jr.,When the Sun Goes Down - Live,32,0.312,96.913,0.129
Blues,Billie Holiday,Speak Low,43,0.274,116.621,0.523
Blues,Danielle Nicole,Save Me,39,0.679,85.865,0.716
Blues,The Yawpers,Forgiveness Through Pain,38,0.951,132.835,0.48
Blues,Aretha Franklin,Let It Be,43,0.305,76.743,0.434
Blues,Ty Segall,Tall Man Skinny Lady,43,0.917,112.208,0.804
Blues,The Who,5:15,37,0.853,126.478,0.528
Blues,Mary Wells,He's The One I Love,39,0.449,94.833,0.758
Blues,Marvin Sease,I'm Mr. Jody,31,0.707,119.217,0.603
Blues,Taj Mahal,Farther On Down the Road,32,0.323,171.187,0.591
Blues,J. Blackfoot,Just One Lifetime,31,0.473,82.21,0.598
Blues,Bo Diddley,Road Runner,37,0.783,131.78,0.967
Blues,cleopatrick,City Kids,41,0.967,162.134,0.166
Blues,The Derek Trucks Band,Joyful Noise,31,0.859,102.741,0.572
Blues,Booker T. & the M.G.'s,Behave Yourself,39,0.287,194.64,0.122
Blues,Parker Millsap,The Very Last Day,38,0.331,90.07,0.45
Blues,T.K. Soul,Caught Up in Doing Wrong,29,0.419,188.597,0.592
Blues,LaVern Baker,See See Rider,41,0.371,93.834,0.941
Blues,Muddy Waters,Feel Like Going Home,36,0.0815,106.985,0.185
Blues,Beth Hart,Give It Everything You Got,39,0.895,168.057,0.674
Blues,Clutch,The Elephant Riders,39,0.816,91.037,0.772
Blues,The Who,Substitute,46,0.879,135.788,0.751
Blues,Etta James,Jump Into Love,35,0.839,179.329,0.833
Blues,Widespread Panic,Pleas,32,0.642,123.511,0.799
Blues,Steely Dan,The Royal Scam,38,0.463,85.173,0.56
Blues,Grand Funk Railroad,Bad Time,38,0.916,125.019,0.899
Blues,John Fahey,Sunflower River Blues,40,0.196,91.286,0.109
Blues,Buffalo Springfield,Pretty Girl Why,40,0.449,135.574,0.776
Blues,Dorothy,Freedom - TROY NōKA Remix,37,0.884,154.157,0.331
Blues,Elmore James,It Hurts Me Too,35,0.623,89.031,0.604
Blues,Ted Nugent,Great White Buffalo - Live,37,0.875,144.826,0.354
Blues,The Black Angels,Half Believing,30,0.651,176.18,0.0686
Blues,Gregg Allman,"These Days - Solo Guitar, Piano & Vocal Demo",22,0.107,141.58,0.102
Blues,The Who,Join Together,40,0.743,168.196,0.463
Blues,Muddy Waters,I Just Want To Make Love To You - Electric Mud Album Version,35,0.739,176.402,0.945
Blues,Aretha Franklin,Drown in My Own Tears,41,0.351,130.881,0.286
Blues,Widespread Panic,One Arm Steve,32,0.925,97.259,0.658
Blues,Steely Dan,The Last Mall,38,0.522,113.28,0.763
Blues,Wilson Meadows,Still My Love,29,0.401,100.241,0.81
Blues,Nina Simone,Four Women,41,0.206,167.169,0.336
Blues,Anders Osborne,Lafayette,31,0.663,163.806,0.785
Blues,The Subdudes,All The Time In The World,30,0.74,114.397,0.881
Blues,Jane's Addiction,Summertime Rolls,40,0.249,113.379,0.06
Blues,Omar Cunningham,Baby Don't Leave Me,30,0.36,106.613,0.44
Blues,Galactic,Dolla Diva (feat. David Shaw and Maggie Koerner),33,0.783,94.936,0.873
Blues,Ray Charles,Hard Times (No One Knows Better Than I),36,0.289,118.461,0.294
Blues,Mississippi John Hurt,Coffee Blues,36,0.0785,104.233,0.763
Blues,Robert Plant,Ship of Fools - 2006 Remaster,40,0.424,93.15,0.245
Blues,Todd Rhodes,Rocket 69,31,0.628,137.065,0.774
Blues,Eric Burdon,Tobacco Road,32,0.769,87.931,0.824
Blues,Black Joe Lewis & The Honeybears,I'm Broke,34,0.567,188.137,0.784
Blues,The Cramps,New Kind Of Kick,39,0.909,130.907,0.594
Blues,Al Green,So You're Leaving,39,0.72,95.014,0.793
Blues,Ella Fitzgerald,You Won't Be Satisfied (Until You Break My Heart),40,0.292,77.326,0.515
Blues,Nina Simone,Suzanne,42,0.33,118.087,0.591
Blues,Rival Sons,Thundering Voices,34,0.867,93.6,0.369
Blues,Dr. John,Let's Make a Better World,31,0.755,132.595,0.959
Blues,The Black Keys,Junior's Instrumental,33,0.415,110.088,0.399
Blues,Z.Z. Hill,Someone Else Is Steppin' In,29,0.721,130.799,0.891
Blues,John Mayall & The Bluesbreakers,Hideaway - Mono Instrumental,37,0.759,132.281,0.868
Blues,Joe Bonamassa,The Valley Runs Low,36,0.546,95.981,0.601
Blues,Ella Fitzgerald,A Fine Romance,40,0.444,87.413,0.703
Blues,Death From Above 1979,Romantic Rights,36,0.961,150.147,0.458
Blues,Johnny Winter,Third Degree,38,0.573,205.057,0.824
Blues,Black Pistol Fire,Last Ride,39,0.758,94.098,0.376
Blues,Dr. John,Curious George Main Title Theme,31,0.54,109.305,0.932
Blues,Kenny Wayne Shepherd,Slow Ride,33,0.925,100.224,0.421
Blues,The Vaughan Brothers,Brothers,33,0.491,175.077,0.623
Blues,"Crosby, Stills & Nash",Marrakesh Express,44,0.615,107.453,0.816
Blues,The Yardbirds,The Train Kept A-Rollin',38,0.692,89.05,0.935
Blues,The Gregg Allman Band,Before the Bullets Fly,33,0.645,107.944,0.871
Blues,"Albert Hammond, Jr.",Caught By My Shadow,43,0.882,147.984,0.795
Blues,The Vines,Ride,43,0.927,125.916,0.666
Blues,Samantha Fish,Love Letters,32,0.385,160.241,0.555
Blues,The Who,Pinball Wizard,41,0.628,123.505,0.456
Blues,Ella Fitzgerald,Who Walks In When I Walk Out?,40,0.229,136.304,0.749
Blues,The Who,I'm One,37,0.561,202.266,0.41
Blues,Sweet,Love Is Like Oxygen,35,0.455,123.416,0.58
Blues,John Lee Hooker,The Healer,37,0.615,107.79,0.69
Blues,The Black Crowes,Wiser Time,37,0.936,154.376,0.524
Blues,Widespread Panic,Space Wrangler,32,0.603,143.419,0.776
Blues,The White Stripes,Cannon,30,0.955,77.41,0.169
Blues,Jimi Hendrix,Hear My Train A Comin' (Acoustic),37,0.209,134.924,0.428
Blues,Thin Lizzy,Rosalie,42,0.818,133.838,0.579
Blues,Bad Company,Good Lovin' Gone Bad - 2015 Remastered Version,38,0.786,128.501,0.81
Blues,Sister Rosetta Tharpe,My Journey To The Sky,36,0.363,101.285,0.388
Blues,The Black Angels,The Sniper At The Gates Of Heaven,34,0.709,108.284,0.343
Blues,Deep Purple,When a Blind Man Cries - B-Side; 2012 Remaster,34,0.271,129.173,0.216
Blues,Southern Avenue,Whiskey Love,34,0.749,96.589,0.587
Blues,The Blue Stones,Magic,41,0.782,91.506,0.117
Blues,Rival Sons,Sugar on the Bone,43,0.98,138.899,0.505
Blues,Professor Longhair,Tipitina,31,0.372,200.241,0.952
Blues,The J. Geils Band,Musta Got Lost - Live,39,0.613,107.992,0.598
Blues,Ella Fitzgerald,Stars Fell On Alabama,38,0.0724,66.673,0.175
Blues,Nellie Tiger Travis,Mr. Sexy Man,29,0.796,111.589,0.937
Blues,Dickey Betts,Duane's Tune,31,0.657,78.329,0.448
Blues,The Guess Who,Black Bird,44,0.336,95.204,0.384
Blues,Otis Redding,Fa-Fa-Fa-Fa-Fa (Sad Song),40,0.364,97.972,0.882
Blues,Buddy Knox,Party Doll,39,0.731,90.054,0.661
Blues,Jimmie Vaughan,Six Strings Down,32,0.809,111.768,0.753
Blues,Tab Benoit,I Put a Spell on You,27,0.492,170.247,0.391
Blues,The Marcus King Band,Guitar In My Hands,31,0.606,164.816,0.531
Blues,The White Stripes,One More Cup Of Coffee,30,0.521,139.618,0.112
Blues,Nappy Brown,Don't Be Angry,29,0.547,164.055,0.936
Blues,Otis Redding,Bring It on Home to Me,39,0.263,95.567,0.883
Blues,ZZ Top,Sure Got Cold After the Rain Fell,43,0.424,129.597,0.216
Blues,Them Crooked Vultures,Warsaw Or The First Breath You Take After You Give Up,32,0.876,153.616,0.358
Blues,Mississippi Fred McDowell,Good Morning Little Schoolgirl,38,0.433,105.413,0.563
Blues,Whitesnake,Slow An' Easy,34,0.546,106.215,0.258
Blues,Ray Charles,Sinner's Prayer,30,0.544,101.849,0.51
Blues,Derek & The Dominos,Nobody Knows You When You're Down And Out - 40th Anniversary Version / 2010 Remastered,37,0.512,82.805,0.394
Blues,John Lee Hooker,I Need Some Money,36,0.0913,131.178,0.34
Blues,Jerry Garcia,The Thrill Is Gone,32,0.273,104.664,0.748
Blues,Phish,Billy Breathes,33,0.534,140.875,0.235
Blues,Ana Popovic,Johnnie Ray,37,0.5,155.383,0.634
Blues,The King Khan & BBQ Show,Alone Again,35,0.866,118.789,0.492
Blues,Bad Company,Holy Water,37,0.727,166.103,0.708
Blues,The Cramps,I Was A Teenage Werewolf - Remastered,38,0.601,114.537,0.49
Blues,The Shirelles,Baby It's You,41,0.336,113.526,0.728
Blues,Ella Fitzgerald,I Get A Kick Out Of You,40,0.0456,130.752,0.366
Blues,Widespread Panic,Coconut,32,0.797,105.963,0.906
Blues,The Stooges,Down on the Street - Remastered,41,0.746,131.377,0.857
Blues,Buddy Guy,"Whiskey, Beer & Wine",35,0.767,93.954,0.646
Blues,The Fabulous Thunderbirds,Powerful Stuff,33,0.856,142.584,0.86
Blues,Jeff Beck,I Ain't Superstitious,31,0.725,85.93,0.505
Blues,Phish,We Are Come To Outlive Our Brains - Live,33,0.917,169.452,0.755
Blues,little hurricane,Boiling Water,34,0.715,106.169,0.568
Blues,Joe Bonamassa,Sinner's Prayer,37,0.516,180.279,0.392
Blues,Beth Hart,Black Coffee,39,0.806,141.802,0.393
Blues,Steely Dan,Turn That Heartbeat Over Again,41,0.488,116.534,0.621
Blues,Traveling Wilburys,Poor House,42,0.885,196.784,0.8
Blues,MC5,Kick Out the Jams,38,0.921,145.559,0.723
Blues,Traffic,Empty Pages - Remastered 2010,35,0.621,101.174,0.393
Blues,Z.Z. Hill,That Ain't The Way You Make Love,34,0.528,78.117,0.716
Blues,Warren Haynes,Spots Of Time,29,0.716,110.714,0.581
Blues,Jimi Hendrix,Who Knows - Live At The Fillmore East,41,0.631,84.71,0.713
Blues,The Del-Vikings,Whispering Bells,33,0.648,127.193,0.644
Blues,Suicide,Surrender,45,0.521,74.916,0.278
Blues,ZZ Top,I Gotsta Get Paid,36,0.939,82.385,0.432
Blues,Special,Red Bikini,29,0.9,104.054,0.754
Blues,Delbert McClinton,Giving It Up For Your Love,27,0.765,107.602,0.868
Blues,John Lee Hooker,Boogie Chillun,36,0.417,158.103,0.597
Blues,Johnnie Taylor,We're Getting Careless With Our Love,33,0.438,191.823,0.765
Blues,Tyrone Davis,Turn Back The Hands Of Time,35,0.655,117.794,0.866
Blues,Lynyrd Skynyrd,The Last Rebel,39,0.379,138.771,0.0857
Blues,Black Mountain,Wucan,41,0.613,102.399,0.443
Blues,Aretha Franklin,The Weight,36,0.615,171.59,0.728
Blues,Bernard Allison,Groove With Me,27,0.689,99.523,0.567
Blues,Chuck Jackson,I Don't Want To Cry,35,0.504,140.794,0.625
Blues,Chris Robinson Brotherhood,I Ain't Hiding,32,0.484,111.291,0.578
Blues,The Blues Brothers,Funky Nassau,36,0.861,120.124,0.716
Blues,The White Stripes,"Prickly Thorn, But Sweetly Worn",31,0.876,125.515,0.355
Blues,Ray Charles,Lonely Avenue,38,0.234,71.111,0.599
Blues,Cedric Burnside,Hard to Stay Cool,37,0.23,138.818,0.537
Blues,B.B. King,Don't Answer The Door,34,0.444,173.312,0.279
Blues,The Marcus King Band,Plant Your Corn Early,31,0.948,118.125,0.444
Blues,The Impressions,Keep On Pushing,37,0.536,66.757,0.727
Blues,Heartless Bastards,Parted Ways,30,0.854,126.532,0.627
Blues,Night Beats,Puppet On a String,38,0.749,128.284,0.652
Blues,Jack White,Ice Station Zebra,33,0.612,97.368,0.555
Blues,Otis Redding,Ole Man Trouble - Mono; 2008 Remaster,42,0.418,75.015,0.613
Blues,The Record Company,The Movie Song,33,0.819,131.944,0.518
Blues,Robert Cray,Nothin' But A Woman,36,0.666,130.64,0.962
Blues,The Doobie Brothers,Long Train Runnin' - 2006 Remaster,45,0.708,117.347,0.884
Blues,The Coasters,Charlie Brown - 2007 Remaster Stereo Single Version; Remastered,37,0.751,125.935,0.814
Blues,Bob Weir,Friend Of The Devil - Live,32,0.678,110.284,0.411
Blues,The Allman Brothers Band,Revival,39,0.851,100.194,0.942
Blues,Rufus Thomas,Sixty Minute Man,36,0.528,85.039,0.656
Blues,Carla Thomas,"B-A-B-Y (From ""Baby Driver"")",41,0.45,113.69,0.645
Blues,Montrose,Rock the Nation,38,0.912,137.581,0.602
Blues,Thin Lizzy,Running Back,39,0.75,134.599,0.782
Blues,Robert Randolph & The Family Band,I Need More Love,30,0.947,123.7,0.788
Blues,"Crosby, Stills & Nash",You Don't Have to Cry - Remastered,42,0.377,83.138,0.714
Blues,Peter Frampton,Breaking All The Rules,47,0.91,124.646,0.816
Blues,Bad Company,Run With the Pack (Single Edit)(2015 Remastered Version),38,0.806,119.565,0.76
Blues,Tedeschi Trucks Band,Until You Remember,32,0.199,117.363,0.149
Blues,Jack White,Weep Themselves To Sleep,33,0.877,168.366,0.614
Blues,B.B. King,Please Love Me,33,0.869,104.541,0.692
Blues,B.B. King,I Like To Live The Love,38,0.53,87.183,0.764
Blues,John Mayall,Room To Move,38,0.915,132.312,0.72
Blues,Chuck Berry,My Ding-A-Ling - Live,37,0.517,144.322,0.846
Blues,Jesse Roper,The Hurricane's Eye,37,0.658,164.221,0.227
Blues,Kenny Wayne Shepherd,Born with a Broken Heart,32,0.828,111.289,0.824
Blues,Bo Diddley,Our Love Will Never Go,34,0.414,108.687,0.704
Blues,Them,Here Comes the Night,45,0.58,99.247,0.96
Blues,Little Feat,Down on the Farm,34,0.395,97.13,0.787
Blues,Hot Tuna,Water Song,35,0.412,106.994,0.606
Blues,Tedeschi Trucks Band,The Storm,32,0.71,90.328,0.591
Blues,Tedeschi Trucks Band,The Ending,32,0.0884,122.972,0.177
Blues,J.J. Cale,The Woman That Got Away,37,0.345,85.12,0.72
Blues,The Miracles,City Of Angels,46,0.534,148.655,0.337
Blues,Stevie Ray Vaughan,Scratch-N-Sniff,35,0.893,165.212,0.927
Blues,Gary Clark Jr.,Our Love - Live,34,0.563,186.449,0.275
Blues,Lynyrd Skynyrd,Mr. Banker - Demo Version,38,0.225,80.606,0.388
Blues,Eric Lindell,Give It Time,30,0.76,80.512,0.709
Blues,The Del-Vikings,Oh Tonight,33,0.324,86.697,0.639
Blues,Morphine,Good,37,0.208,89.258,0.448
Blues,Steely Dan,Razor Boy,40,0.47,121.615,0.571
Blues,Jimi Hendrix,Once I Had a Woman,38,0.408,131.537,0.53
Blues,The Allman Brothers Band,Pony Boy,34,0.552,113.636,0.754
Blues,Little Feat,Romance Dance,35,0.508,136.528,0.722
Blues,Black Pistol Fire,Temper Temper,39,0.587,96.048,0.453
Blues,Jethro Tull,Really Don't Mind / See There a Son Is Born,43,0.44,162.107,0.753
Blues,Scott H. Biram,Blood Sweat & Murder,37,0.756,114.772,0.812
Blues,Jackie Greene,Gone Wanderin',33,0.748,114.047,0.765
Blues,J.J. Cale,Stay Around,40,0.538,144.086,0.497
Blues,The Sheepdogs,Nobody,36,0.698,159.978,0.714
Blues,Dr. John,Accentuate the Positive,32,0.508,120.042,0.485
Blues,Black Rebel Motorcycle Club,Whatever Happened To My Rock 'N' Roll (Punk Song),44,0.974,146.398,0.102
Blues,Clutch,X-Ray Visions,38,0.996,181.027,0.349
Blues,The Who,Magic Bus - Mono Edit,41,0.927,94.532,0.629
Blues,Jimi Hendrix,51st Anniversary,35,0.811,134.092,0.304
Blues,Phish,AC/DC Bag - Live,33,0.903,109.828,0.74
Blues,Jonny Lang,A Quitter Never Wins,32,0.663,160.11,0.655
Blues,Blues Traveler,I Can Still Feel You (feat. Thompson Square),35,0.677,129.939,0.343
Blues,Morphine,All Your Way,35,0.611,93.119,0.689
