label,TimbreAvg1
2003,42.06511
2003,46.2747
2003,35.10879
2003,34.55672
2003,36.25945
2003,34.32463
2003,23.67068
2003,29.53408
2003,43.97023
2001,22.339
2001,38.1942
2001,23.52652
2001,27.79509
2001,41.17795
2001,34.65254
2001,34.083
2001,22.95749
2001,24.23246
2001,25.19143
2001,28.19531
2001,30.88504
2009,34.35863
2009,38.07948
2009,30.22732
2009,29.74969
2009,32.18431
2009,36.63506
2009,32.22541
2009,38.02482
2009,29.63473
1987,46.10317
2006,50.12764
1997,40.89168
1997,39.0664
1997,41.71735
1997,43.89344
1997,41.36928
1997,39.21113
1997,37.8744
2000,43.91388
1997,38.62722
1997,37.01405
1997,36.54689
2007,49.70738
2007,43.18631
2007,44.65662
2007,45.12082
2007,44.84767
1989,36.76127
1989,37.33954
1967,38.69417
1967,40.45742
1967,41.82569
1967,37.01534
1967,37.67639
1967,33.65692
1967,32.05998
2001,29.6346
1988,36.62896
1977,36.94276
1989,40.4479
1993,51.38835
1993,51.72561
1993,48.06571
1993,47.56913
1993,51.90533
1993,47.94193
1993,50.07294
1993,49.92589
1993,49.66387
1993,50.31872
2002,46.25634
1990,48.62692
1992,47.0598
1990,44.2722
1990,44.83727
1990,45.50269
1990,43.23234
1990,41.54619
1990,42.93781
1990,46.37122
1990,41.7134
1990,42.66638
1990,48.62092
1994,47.75663
1994,44.67123
1994,46.40042
1994,47.09142
1994,46.92673
1994,48.09648
1994,46.78035
1994,49.97504
1994,48.24696
1994,49.91474
1994,47.0903
1997,50.07176
1997,47.414
1997,50.68075
1997,50.42013
1997,50.40455
1997,48.17749
1997,50.73535
1997,50.3305
1997,50.18987
1997,50.73209
1997,50.44919
1997,50.26032
1997,48.52649
1997,49.59999
1997,51.10073
2000,50.98652
2000,51.03843
2000,52.29673
2000,51.29678
2000,52.37549
2000,51.90237
2000,52.24831
2000,52.2538
2000,50.94992
2001,49.1945
1996,49.62839
1996,45.75877
1996,45.85449
1996,49.94208
1996,49.6264
1996,48.87528
1996,49.51513
1996,47.61235
1996,51.60845
1996,51.21883
1992,45.71992
1992,45.99789
1992,43.27976
1992,44.5411
1992,43.75112
1992,45.55954
1992,46.78066
1992,45.86379
1992,45.84473
1929,38.37679
1929,41.56145
1981,48.181
1981,47.43061
1981,47.59021
1981,46.50348
1987,47.74268
1981,48.11491
2001,44.33924
1984,36.67181
1984,44.57135
1984,38.95996
1984,43.70456
1981,39.03101
1984,42.11808
1984,41.03949
1984,42.46592
1981,40.96093
1981,45.58911
1981,47.18385
1981,45.51245
1993,47.35012
1981,47.7219
1993,43.73185
1993,41.1227
1993,43.17399
1993,46.72121
1984,43.4829
1993,44.89127
1993,44.79518
1993,46.91264
1993,46.26908
1993,42.27619
1981,47.67596
1987,43.62387
1987,47.51854
1987,43.20805
1987,41.08659
1987,44.36266
1987,43.4715
1987,42.68117
1987,44.92641
1987,45.75875
1987,45.18085
1987,44.12959
1994,46.34723
1994,47.07634
2007,41.06835
2007,33.76527
2007,43.18268
2007,36.71183
2006,40.04331
2007,40.48335
2007,44.75821
2007,42.96801
2007,32.46794
2007,40.12512
2007,36.99112
2007,42.86035
2007,44.74935
2007,44.6892
2007,44.91731
2007,43.95887
2007,45.5243
2007,46.0373
2007,45.21337
2007,45.66874
2007,48.02147
2007,41.95712
1990,41.2279
1990,45.79434
1990,46.97434
1990,43.8771
1990,44.77831
1990,36.21722
1991,46.6448
1991,47.71233
1991,46.93196
1991,48.74762
1991,35.35775
1991,48.18055
1991,36.37221
1991,43.66792
1992,38.05716
1992,34.96508
1992,39.17752
1992,39.15201
1992,41.48292
1992,43.74744
1997,35.04264
1996,37.37943
1996,33.12818
1997,27.97756
1996,35.23997
2004,32.05229
1957,31.80702
1996,41.70656
1957,34.48545
1999,34.52308
1957,30.36471
2003,31.57671
1996,40.2392
1996,43.9138
1967,30.5547
1967,38.2382
1967,33.75388
1967,33.9121
1964,31.74474
2004,33.21879
1964,39.68608
1964,35.78075
1990,31.39039
1950,32.62446
1997,29.13128
1967,38.24102
1950,29.98881
1950,31.93666
2004,35.95213
1996,31.76147
2004,35.52078
2009,50.34729
2005,51.04669
2005,43.97944
2005,48.79914
2005,47.71888
2005,47.82625
1998,50.73998
1995,51.00194
1998,50.87344
1998,52.53162
1998,50.33364
1992,51.43397
1998,52.2947
1998,52.79661
2006,49.74602
1991,47.54262
1993,49.19022
1993,47.41567
2006,47.41102
1993,49.2189
2006,50.65794
2006,49.78802
2006,49.24134
1993,48.17909
1993,49.64102
1991,48.0202
2006,51.06801
1991,50.60615
1993,48.86297
2004,47.20204
2004,47.14583
2004,45.33452
2004,49.3518
2007,51.3378
2007,51.63314
2007,52.59722
1997,46.72009
1997,47.63645
1997,47.51642
1997,45.41157
1997,48.15133
1994,42.61991
1995,43.06547
2009,52.12964
2005,53.3502
2005,49.85598
2006,45.48545
1987,46.3611
1987,46.58964
1987,46.79114
1987,46.34703
1987,47.43346
1987,49.3462
1987,45.71706
1987,46.99463
1987,47.36928
1987,46.08355
1988,43.70882
1988,43.7382
1988,43.60953
1988,43.28748
1988,43.45222
1988,43.39673
1988,42.7988
1988,44.09986
1988,43.65157
1988,44.27689
1988,42.57071
1990,47.75125
1990,45.28446
1988,44.5293
1988,43.65698
1988,45.76997
1988,41.6277
1990,42.15823
1990,47.67936
1988,45.89063
1993,48.11598
1990,42.99448
1990,47.80561
1990,43.60464
1990,45.18604
1990,38.76721
2001,44.63086
2001,42.77665
2001,49.9458
2001,49.27554
1990,37.82826
1990,47.14874
1990,37.26338
1990,47.69629
1990,47.0312
1988,41.52232
1988,48.33419
1988,40.23762
1988,41.83139
2007,49.93545
2007,49.39714
2007,48.5582
2007,42.52592
2007,49.25675
1986,48.06625
1986,45.22754
1986,47.92742
1990,43.85389
1988,40.28148
1998,20.078
1992,49.17156
1990,46.10099
1986,45.39851
1987,41.53039
1987,37.85431
1986,45.22715
1987,36.51214
1988,52.07007
1998,51.76532
1986,51.20018
1986,50.9058
1987,46.71622
1990,36.41745
1997,21.87962
1987,34.51157
1987,30.91616
1987,36.90914
2005,48.11624
2005,46.69915
2005,40.84093
2005,48.42607
2003,45.9493
2005,45.85286
2005,44.66572
2005,45.09859
2005,49.71246
2005,48.93333
2005,43.02561
2005,50.89996
2006,46.26809
2006,49.92781
2008,48.93928
2008,43.9227
2008,46.94913
2008,49.59664
2008,47.05603
2008,45.83096
2008,49.32368
2008,48.39885
2003,44.86437
1988,41.36679
1988,42.68916
1988,39.4673
1988,42.10496
1988,40.58745
1999,38.46606
1988,41.50399
1988,41.55057
1988,40.34158
1988,40.93033
1993,42.0052
1989,42.42606
1989,42.93834
2003,42.74351
2002,45.28779
2003,46.26746
2003,46.10388
2003,47.087
2003,43.28396
2003,47.16307
2003,48.13686
2003,34.83414
2003,46.35854
2003,28.12619
2003,45.29192
2003,31.53418
2003,45.31891
2003,46.74873
2003,32.66823
2003,44.21183
2007,43.36678
2007,46.51862
2007,45.77846
2007,46.74439
2007,44.03724
2007,43.69288
2007,45.8447
2007,47.27735
2007,46.09004
2007,39.30889
2007,47.12017
2007,45.97418
2005,41.09488
2005,47.88937
2005,45.83802
2005,46.7002
2005,47.0921
2005,41.00114
2005,47.31737
2005,39.58725
2005,44.72599
2009,44.30696
2009,47.18575
2009,43.16524
2009,42.46833
2009,36.9345
2009,46.14493
2009,41.79011
2009,41.06201
2009,43.63102
2009,35.87356
2009,44.69281
2004,45.81334
2004,47.40563
2004,43.54907
2004,38.1943
2004,43.94964
2004,46.38617
2004,44.72395
2004,46.50128
2004,46.13063
2004,44.0964
2004,43.60599
2008,34.37161
2008,44.08419
2008,37.25407
2008,41.96929
2008,38.30997
2008,33.1591
2008,42.52207
2008,40.17511
2008,36.67103
2002,43.30707
2002,48.66262
2002,49.81432
2001,49.14817
2002,50.36259
2002,48.99939
2002,48.43204
2002,46.83869
2002,42.83419
2002,41.06111
2002,48.2577
2002,48.66785
2001,48.45232
2002,48.60243
2000,51.2769
2000,45.94533
2000,48.15535
2002,50.2538
2005,45.41891
2005,52.88209
2005,40.00988
2005,53.92363
2005,48.33532
2005,45.73535
2005,48.88763
2005,52.02307
2002,49.45167
2004,52.94081
2004,50.70259
2004,53.38774
2004,47.55205
2004,51.49709
2004,51.89605
2004,50.6945
2004,50.30148
2001,50.57118
2002,52.80385
2002,48.83973
2002,50.84813
2002,51.50188
2002,52.33861
2002,50.31117
2002,49.98789
2001,50.56349
2002,50.19995
2006,47.91177
2006,54.82086
2006,40.48117
2006,52.48439
2006,51.51466
2006,52.99069
2006,49.15407
2006,52.73059
2006,50.10198
2006,51.37965
2003,50.86839
2003,51.54105
2003,50.55559
2003,51.02526
2003,52.35648
2003,50.57376
2006,47.31139
2000,51.5748
2000,52.04389
2000,50.54937
2000,51.04675
2000,50.17534
2000,50.87401
2000,50.04745
2000,49.57396
2000,50.87399
2000,45.17921
2000,48.85675
2004,51.38473
2002,52.69842
2002,49.06406
2002,52.17205
2002,48.10443
2002,49.85161
2002,51.01275
2002,51.22405
2002,50.07143
2002,50.34469
2002,47.10932
2002,51.52681
2002,41.48995
2002,51.68792
2004,44.65201
2004,40.83713
2006,35.83016
1993,39.94209
1993,36.13459
1990,38.58269
1990,39.50311
1990,35.35571
1990,31.50293
1990,34.38818
1990,35.90001
1990,39.86139
1990,40.16709
1990,37.51909
1990,34.27704
1990,38.12761
2009,34.19197
2004,39.98501
2006,37.97543
2005,38.4234
2005,40.45999
2005,41.54611
2005,42.29938
2005,40.75615
2005,39.63851
2005,40.65565
2005,38.24121
2005,42.13789
2005,38.23817
2008,33.11087
2008,35.76902
2008,46.92674
2008,47.34006
2008,43.25501
2008,46.3629
2008,43.15239
2008,44.36517
2008,47.34902
2008,46.68658
2008,42.06886
2008,44.54355
1986,34.87735
1986,35.12539
2005,51.02862
2005,48.47388
2005,48.55868
2005,49.78445
2005,51.41323
2003,49.31081
2005,49.45117
2005,49.4497
2003,50.10391
2005,48.96684
2005,50.77519
2003,50.4212
2003,51.14983
2003,51.1767
2003,50.74374
2003,52.20437
2007,43.81777
2007,45.68829
2007,46.04477
2005,37.55896
2007,41.74929
2005,38.61126
2005,39.91827
2005,35.61934
2005,37.52685
2005,42.16369
2005,45.68268
2005,44.53392
2005,39.44058
2010,43.73375
2010,36.35413
2010,49.43584
2010,44.48903
2009,47.21215
2009,47.92736
2009,40.76912
2009,46.85593
2007,47.3416
2005,41.44705
2009,49.77103
2009,45.40687
2007,43.88554
2007,42.39047
2006,43.32459
2009,40.53276
2006,40.59141
2006,43.52384
2006,41.00579
2006,44.51852
2006,41.9324
2006,41.76538
2006,47.88595
2009,44.59387
2009,44.82915
2009,46.27187
2009,45.89861
2009,37.90095
2009,46.50034
2009,44.74778
2009,47.82711
2009,37.81963
2003,49.56382
2003,49.6925
2006,32.01244
2006,47.17763
2003,45.5939
2006,48.92027
2006,50.09153
2006,46.09316
2006,44.62579
2006,47.82504
2003,47.79304
2006,48.84604
2006,40.39168
2007,45.93652
2009,49.66952
2007,40.73524
2007,38.811
2007,47.94435
2007,45.32347
2007,47.14656
2007,49.30647
2008,48.67271
2007,49.5632
2007,50.67384
2007,45.35187
2007,43.96969
2007,47.58776
2010,48.64609
2009,40.97336
2009,37.51946
2009,45.43986
2009,48.87285
2009,43.05092
2010,47.19101
2009,40.17315
2009,47.84463
2009,37.72012
2009,44.28433
2009,41.76513
2009,43.07106
2009,44.3282
2009,48.43049
2009,50.21971
2009,46.08884
2006,46.55621
2006,41.78052
2006,46.54551
2006,44.12325
2006,48.0158
2006,43.10934
2006,47.34051
2006,43.40743
2006,36.58362
2006,45.43637
2006,45.40081
2006,45.30782
2006,45.38826
2007,46.69934
1978,24.02401
1978,25.46303
1978,24.87839
1978,27.70628
2004,31.39241
2004,30.1373
2004,34.69888
1999,31.6979
2007,32.85092
2007,32.97183
2007,31.6153
2007,34.48644
2004,26.40629
2002,46.61213
2002,49.47246
2002,46.69375
2002,48.56165
2002,36.32608
2002,46.98275
2002,45.13419
2002,47.23158
2002,47.59081
2008,48.88683
2008,50.19452
2008,50.58404
2009,51.2409
2009,46.21715
2008,44.8838
2009,45.6436
2008,47.69654
2008,48.06734
2008,48.20365
2008,50.22847
2008,45.6525
2008,42.86815
2008,44.01522
2008,44.69138
2004,48.92367
2009,44.60326
2009,43.88347
2009,44.66048
2009,45.12795
2009,43.62105
2009,44.10284
2009,44.45722
2009,39.70129
2009,44.82246
2009,42.30253
2009,42.87063
2009,43.38825
2009,43.57715
2007,45.16919
2007,45.7394
2006,39.94058
2007,48.92585
2007,40.49467
2006,38.8374
2007,44.73178
2006,44.02717
2006,45.27777
2007,47.73327
2007,46.42711
2006,38.93199
2001,51.58887
2001,51.53186
2001,50.85998
2001,51.44648
2001,50.74569
2001,52.16054
1996,46.93481
1999,48.02613
1996,46.88472
1999,42.34131
1999,49.30549
1999,48.42182
1996,45.68224
1996,46.32804
1996,47.4972
1999,49.00543
1999,48.63638
1996,45.60482
1999,40.98402
1999,47.89663
1996,47.14627
1996,47.70339
1996,46.50755
1999,50.2104
1996,46.28996
1996,46.78065
1999,47.65779
1996,47.46608
1999,45.34913
2003,49.49675
2003,34.40474
2003,49.04443
2003,48.2286
2003,47.58128
2003,49.46387
2003,49.06936
2003,49.25458
2003,49.33557
2003,49.30387
2003,47.99855
2005,49.53458
2005,45.25958
2005,51.17439
2005,49.71244
2005,34.28309
2005,51.14863
2005,50.84859
2005,51.6178
2005,48.65877
2005,50.61796
2002,42.45
2002,42.17379
2002,41.54535
2002,47.58208
2002,43.43248
2002,47.73612
2002,47.92551
2002,45.1792
2002,35.17834
2002,45.72916
2004,42.70007
2004,42.17646
2004,44.09084
2004,47.39093
2004,44.94267
2004,46.44027
2004,49.87236
2004,46.10584
2004,45.75753
2004,48.38296
2004,45.45336
2004,47.08836
2004,45.47279
2004,42.57981
2004,43.04343
2004,42.1555
2002,43.25032
2009,43.45063
1998,41.98294
1995,45.14894
2008,38.84282
2006,39.4633
2006,41.73251
2002,50.16306
2002,45.91229
2002,48.11157
2002,50.14026
2002,52.35546
2002,50.92642
2002,48.9908
2002,52.17307
2002,51.59173
2001,52.12518
2001,53.43465
2002,47.21581
2006,50.17127
2005,51.15961
2006,50.84968
2006,52.21112
2006,49.72714
2006,54.08617
2006,52.73317
2006,53.0693
2006,52.74058
2000,46.03236
2000,47.87747
2000,48.90821
2007,51.42371
2007,51.13144
2007,52.50365
2007,50.68718
2007,51.08039
2007,52.35343
2007,45.76835
2007,49.50392
2009,43.0887
2007,47.74942
2009,51.84318
2007,29.22127
2007,52.073
2009,47.3521
2004,51.43155
2004,41.61221
2004,51.15084
2003,52.85222
2004,49.68712
2004,52.94338
2004,51.50646
2004,52.54681
2004,51.57632
2004,50.01312
2004,50.58152
2007,49.94808
2007,41.75107
1997,51.71443
1996,46.17055
1997,45.89627
1997,52.31893
1997,50.34513
1997,43.26163
1997,47.09743
1997,50.59254
1997,51.40643
1997,44.69476
1997,50.04341
1997,49.63257
1996,42.7447
1997,49.15739
1997,51.165
1997,49.04333
1997,52.13517
1997,51.32333
1997,49.27781
1999,51.29401
2000,47.4665
2007,46.98158
2007,50.51822
2002,46.29771
2002,50.2041
2002,50.71333
2002,50.64959
2002,48.99812
2007,50.82509
2007,41.88009
2007,45.03113
2007,49.14803
2007,50.18856
2007,50.59165
2007,49.05009
2007,46.07203
2007,49.59124
2007,47.04969
2007,51.46749
2007,42.66122
2007,40.67351
2007,47.77714
2007,49.06173
1998,26.63699
2000,45.67752
2000,52.63386
1998,48.95187
1998,45.90349
2004,51.62017
2000,52.67627
1998,51.41048
2000,49.85946
2004,52.78717
2001,50.20325
2000,49.17343
2000,47.16948
2004,49.76905
2007,51.55351
2007,50.95021
2007,50.22516
2007,47.70126
2007,51.13985
2007,51.44368
2007,48.38933
2004,49.32089
2004,48.13556
1998,52.89716
1998,51.83033
1998,51.76081
1998,52.87643
1999,48.69317
1998,49.62106
2004,49.82599
2004,41.45339
2004,50.16154
2004,49.17503
1997,51.94077
2000,51.395
2001,47.69908
2001,51.77796
1999,48.38625
1998,52.41822
2007,46.39225
2004,44.24748
2004,47.37753
2009,48.3442
2007,45.5463
2004,44.83618
2000,49.12479
2000,50.88781
2000,48.67135
2000,49.16181
2000,52.13557
2000,50.23758
2000,43.74556
2000,52.33667
2006,50.97373
2006,50.54484
2006,50.50942
2006,48.28825
2006,50.52367
2006,50.31224
2006,46.72377
2006,50.18594
2006,51.0006
2006,38.3389
2006,48.30597
2006,50.5359
2006,50.83188
2006,51.00269
2006,50.52092
2006,49.76229
2002,42.86802
2002,45.14402
2009,36.55524
2009,38.15401
2009,43.2561
2009,36.18779
1998,40.68161
1998,43.77974
1998,42.38841
2008,40.90835
1998,38.48462
1999,43.69868
2010,40.9292
2008,39.50855
2002,42.18015
2002,41.49314
2002,45.25402
2002,44.68879
1999,45.64909
1999,40.1709
1999,39.36606
1999,40.87006
1999,38.48097
1999,40.83182
1999,44.40664
1999,38.20279
1999,42.21598
1999,38.26851
1999,36.25974
1999,25.14997
2009,35.89686
1998,39.02277
2009,36.54014
1999,39.04858
2009,36.64748
1999,39.77646
2009,35.6862
2009,39.72006
2009,39.83154
1997,36.70609
2005,36.82067
1997,42.05541
1997,43.49683
1997,41.01992
1996,45.05524
1997,42.16688
1997,44.17886
1997,39.61263
2005,31.17769
1997,44.17968
1997,37.11008
2010,44.08717
2010,44.64483
2008,39.20913
2008,41.45521
2008,42.94053
2008,41.22544
2008,40.0596
2008,38.79951
2008,43.40355
2008,40.98042
2008,38.77207
2008,42.7193
2008,41.62974
2002,41.96129
2000,44.16302
2002,45.66021
2002,45.11998
2002,40.52531
2002,45.72364
2002,40.46632
2002,46.07139
2002,43.97884
2002,44.3749
2002,47.00667
2002,45.4512
2002,44.258
2002,52.27713
2002,42.38585
2002,46.84375
2002,50.27613
2002,50.06318
2002,49.03498
2002,42.87246
2002,47.37354
2002,42.97561
2002,47.04883
2002,50.23728
2002,50.59979
2008,48.77567
2006,46.82077
2008,41.06329
2004,49.51612
2004,51.15876
2006,52.06785
2002,47.66929
2006,51.17759
2004,50.87202
2004,49.18715
2004,46.72896
2004,49.86256
2004,47.14797
2004,38.94772
2004,49.2948
2004,50.16408
2004,48.94377
2004,47.87289
2004,46.42963
2004,47.7391
2001,43.0031
1986,44.53943
2001,35.92333
1988,44.8886
1986,43.66509
2001,41.74763
1988,42.12643
1988,41.51338
1988,44.36995
1999,41.90665
1988,42.02896
1988,42.39002
1988,34.60269
1988,40.2738
1986,41.58508
1986,37.95565
1986,39.71095
1986,39.94083
1986,44.6534
2009,44.44457
1999,47.04885
2001,50.79307
2000,45.92768
1986,43.97724
2002,44.47569
2002,43.81342
2002,46.04644
2002,46.62941
2002,46.68905
2002,46.78628
2002,46.54878
2002,47.40999
2002,48.43049
1992,47.55186
1997,48.79896
2008,41.98957
2003,37.14386
1997,45.0835
2009,52.8494
2009,49.77937
2009,50.19688
2009,49.31727
2009,50.18291
2009,52.15174
2009,49.73261
2009,50.73099
2009,49.76534
2009,47.66542
2009,45.19302
2009,50.31627
2009,49.22885
2009,50.44133
2006,43.01906
2001,44.03316
2007,45.71021
2005,48.2568
2005,47.39688
2005,47.22246
2005,47.16814
2005,48.60802
2005,48.03041
2005,46.74468
2005,49.04289
2001,47.16499
2006,48.59951
2001,49.21529
1999,41.53335
1999,45.02881
1999,44.31135
1999,43.84898
1999,44.3038
1999,43.84901
1999,45.9948
2005,44.74407
2001,48.70222
2007,47.99577
2005,48.43061
2005,47.65419
2005,46.54147
2010,46.31227
1968,37.84494
1968,35.27491
1968,36.50925
1968,38.83554
1968,32.98734
1968,35.94704
1968,42.78063
1968,39.12786
1968,36.97383
1968,37.85788
1970,34.69322
1968,44.97015
1968,40.62481
1968,33.25852
1968,44.08478
1968,34.17877
1968,34.73336
2005,41.45864
2005,50.96982
2005,42.94144
2005,53.05122
2005,48.91489
2005,51.22809
2005,47.55333
2005,52.32173
2005,48.33854
2005,48.2873
2005,49.39251
2006,47.44997
2006,50.02153
2008,50.74789
2008,50.74324
2006,46.69311
2006,44.2744
2008,46.42906
2008,40.84583
2008,50.51779
2008,44.29182
2008,49.64621
2008,48.29327
2007,44.53735
2008,40.7853
2006,41.07394
2005,40.24058
2005,46.96689
2005,46.40898
2005,51.08206
1990,40.40117
1994,44.8547
1994,44.8547
1989,40.08686
2004,44.42554
1990,41.36078
1994,38.70089
1994,42.12032
1994,40.95413
1994,26.37471
1994,41.74252
1993,44.3779
1994,42.76323
1991,37.12522
1994,39.09561
1994,44.19672
1994,42.20709
1994,41.83747
1994,42.5322
1993,36.47867
1994,42.24587
1993,44.04851
1994,42.35435
1994,42.32722
1994,37.28996
1994,42.64778
1999,50.3186
1996,47.61103
1987,49.35857
1987,48.78119
1987,47.37702
1987,47.10981
1986,48.09484
1999,50.37045
1999,49.54192
1987,49.45862
1986,46.73951
1986,47.8265
1999,48.93269
1986,48.16147
1986,44.91383
1986,46.38871
1986,46.89659
1987,48.60946
2009,40.45533
2004,44.2537
2009,42.10744
2009,35.59485
2005,44.97671
2005,43.47829
2005,44.68751
2005,43.575
2005,42.94857
2005,42.70854
2005,43.80652
2005,42.18864
2005,40.33567
2005,39.82948
2005,44.34317
2007,45.37237
2007,45.22684
2003,44.59769
2003,40.86913
2003,43.17553
2003,43.74756
2003,43.96461
2003,42.9302
2006,45.7691
2003,43.57161
2003,45.11106
2008,44.19215
2008,41.80536
2008,47.08737
2005,45.40086
2005,43.95366
2005,42.66988
2005,46.35623
2005,42.98963
2005,44.24617
2005,41.96757
2005,44.00497
2006,41.33498
2008,44.02778
2008,45.75205
2008,49.88531
2008,47.20854
2008,45.75255
2008,43.84594
2008,47.09508
2008,49.16993
2008,45.88849
2008,45.69415
2004,48.48716
2006,35.92553
1996,34.8721
1998,31.20988
1993,21.05965
2006,32.77797
2006,49.37862
2006,50.98651
2006,50.03858
2006,49.90684
2006,49.36183
2006,51.54329
2006,51.78284
2006,50.73607
2006,50.48786
2006,52.19019
2006,50.37057
2006,49.70469
1979,42.4805
1997,43.18822
1979,42.55342
1979,46.76592
1979,41.60573
2002,41.92649
2002,41.69267
1977,41.97736
2002,40.0181
2002,45.4637
1979,43.50331
1979,41.16032
1979,46.29673
2002,45.39262
1979,42.39374
2002,40.87083
2002,40.22622
1979,39.70785
1979,44.54876
1979,41.47634
1979,42.28187
1979,42.00096
2009,28.35967
2009,25.43464
2009,29.46884
2009,17.90973
2007,30.28813
2003,18.47787
2003,15.93463
2003,14.76428
2003,20.08166
2003,20.50439
2003,17.9478
2003,12.49583
2003,23.93976
2003,15.27327
2003,22.24656
2003,18.89917
2003,20.21268
2003,13.45531
2003,17.19291
1998,36.1072
1998,36.33136
1998,28.09351
2007,25.13079
1998,29.46252
2003,28.0437
2003,32.37659
2003,26.84248
2003,29.89593
2003,29.69894
2003,34.21455
2005,18.14721
2008,23.94054
2008,27.2127
2006,23.79348
1992,43.60744
1992,46.49942
1992,50.47818
1992,49.55035
1992,41.93826
1992,45.38907
1992,47.38837
1992,48.38579
1992,49.84508
1990,41.96136
1990,44.46071
1990,44.23837
1990,42.82411
1990,42.20224
1990,45.0878
1990,44.57533
1990,45.18048
1990,41.94116
1989,43.15904
1990,45.37488
1990,45.66875
1988,41.68316
1988,47.41053
1995,45.63786
1988,42.69042
1995,44.23592
1989,39.16671
1988,45.30688
1990,45.21675
1988,50.22943
1990,50.40397
1990,49.75169
1988,49.02461
1990,50.92664
1988,50.54431
1990,49.45944
1989,49.27477
1990,46.24144
1992,46.75521
1988,49.71568
1988,48.63029
1990,49.93204
2000,47.45472
1995,48.46437
1988,51.14148
1995,48.95728
1995,44.23658
1995,47.78409
1992,44.76074
1990,42.54264
1988,36.15803
1992,45.0426
1989,43.49644
1989,43.98879
1989,46.98612
1988,51.14899
1995,46.50772
1988,38.64827
1988,49.8519
1995,47.11666
1995,47.85941
1988,47.0409
1995,48.18893
1995,48.27568
1988,46.87451
1988,46.99745
2005,47.72517
2005,44.68634
2005,42.16917
2005,51.13165
2005,49.13014
2005,46.31181
2005,49.38246
2005,43.768
2005,51.49428
2005,48.6916
2005,36.39229
2004,50.46164
2004,49.29781
2004,53.68436
2004,49.55422
2004,52.88507
2004,50.899
2004,48.178
2004,48.00368
2004,49.72821
2003,47.77185
2003,45.39723
2003,48.37955
2005,46.0586
2005,48.30293
2005,48.60301
2005,48.35609
2005,47.59154
2005,46.81582
2005,50.3415
2005,48.2717
2005,45.20668
2005,50.01484
2005,49.92588
2005,45.8339
2005,40.70178
2000,44.63136
2000,46.20048
2000,46.58224
2000,48.94342
2000,49.62341
2000,45.92201
2000,46.18006
2000,48.77223
2000,46.53829
2000,48.31107
2000,48.03595
2005,48.23145
2003,41.83381
2006,34.83198
2006,49.3369
2006,43.9477
2006,44.59281
2006,44.77208
2006,49.25047
2006,44.22273
2006,46.43291
2006,47.04457
2006,35.86511
2008,46.87144
2008,49.19949
2008,49.10512
2008,36.34356
2008,44.87944
2008,49.2607
2008,49.34326
2008,50.27482
2008,46.04831
2008,43.08712
2008,45.51081
2005,52.96021
2004,51.98538
2005,52.38297
2005,52.08213
2005,52.00925
2002,41.55099
2002,39.09431
2001,40.49216
2001,34.94578
2002,40.26139
2002,43.005
2002,39.78567
2002,39.5917
2002,38.76078
2001,42.66442
2002,42.3175
2008,46.69432
2002,45.49717
2005,40.65935
2001,48.92571
2001,43.0999
2001,46.2087
2001,48.88217
2001,49.59101
2001,38.92883
2001,51.47834
2001,48.67726
2001,43.95072
2001,38.24412
2001,48.05459
2005,45.38453
2005,43.72455
2004,44.98763
2003,47.29756
2005,44.82998
2004,40.51356
2005,45.28677
2005,45.69022
2005,45.21115
2005,43.78754
2003,47.81863
2004,45.72482
2004,39.35309
2004,48.15083
2004,49.28086
2004,44.1407
2008,45.34627
2008,40.89513
2008,44.52455
2008,43.7863
2008,49.81696
2008,34.89761
2008,48.62889
2008,52.12826
2008,52.06701
2008,53.49214
2008,50.64895
2008,51.8094
2008,46.4415
2008,43.37686
2008,39.92327
2008,44.76212
2008,50.8539
2008,49.05301
2008,42.51079
2008,43.7863
2008,46.73723
2008,51.94256
2008,46.8861
2008,49.62313
2003,46.0662
2003,44.83533
2003,47.77206
2003,40.78552
2003,39.32337
2003,41.4092
2003,49.50007
2003,46.22754
2003,46.33331
2003,43.37704
2005,43.56187
2006,44.75525
2003,48.46333
2004,47.98586
2004,45.57104
2004,47.67817
2003,48.99587
2003,45.40494
2002,35.97065
2002,40.62492
2002,33.04863
2002,33.72587
2002,41.32961
2002,38.50496
2005,46.22205
1999,37.0519
2002,40.93395
1999,25.63104
1999,46.36422
2003,42.77275
2001,39.8728
2004,30.51481
2004,32.5752
2004,38.01122
2005,46.24393
2005,43.85496
1997,43.46036
2007,45.54463
2009,42.29078
2007,44.26949
2009,40.14983
2009,42.5785
2009,41.39809
2009,34.71028
2008,39.76469
2008,43.69709
2008,41.63927
2008,48.40178
2008,29.94906
2008,37.80068
2008,20.04574
2000,24.75544
2005,39.93506
1999,43.86293
1999,36.84321
1999,40.48879
1999,35.59297
2006,28.80222
2005,33.86291
2006,28.48816
2005,42.27923
2005,33.45004
2005,32.7796
2005,48.52634
2005,32.09347
2005,39.60109
2010,35.40027
2002,15.99276
2007,50.99152
2007,49.91809
2007,48.80823
2007,48.15773
2007,51.24749
2007,51.41731
2007,50.89756
2007,51.13
2007,49.5449
2007,52.22265
2007,49.60326
2007,51.07615
2004,46.75706
2004,49.03614
2004,51.4057
2004,52.54128
2004,50.81299
2004,48.82117
2004,52.37383
2004,47.18619
2004,51.53169
2004,46.06386
2004,48.33011
2007,50.59152
2007,48.31364
2008,52.85896
1994,31.77227
1994,32.56998
